,,,,revised,,abc,dogtime,petguide,,,koinuno,,,Audio,,Handbook,
code,sku,eng,jap,,wiki,eng1,eng2,eng3,eng5,Jwiki,jap1,jap2,jap3,eng,jap,,
poster-001,,,グループで人気の犬種,,, , , , , , , , ,,,page,order
poster-002,,Popular Dog Breeds in Groups,,,, , , , , , , , ,,,,
poster-114,P12004,St. Bernard,セント バーナード,,https://en.wikipedia.org/wiki/St._Bernard_(dog),https://www.akc.org/dog-breeds/st-bernard/,https://dogtime.com/dog-breeds/saint-bernard#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%82%BB%E3%83%B3%E3%83%88%E3%83%BB%E3%83%90%E3%83%BC%E3%83%8A%E3%83%BC%E3%83%89,https://www.koinuno-heya.com/syurui/sagyou/saint-bernard.html, , ,,,9,15
poster-115,,NON-SPORTING GROUP,ノン スポーティング  グループ,,,,,,,,,https://www.dogfan.jp/zukan/non_sporting/Group/index.html, ,,,,
poster-115,,NON-SPORTING,ノン スポーティング  ドッグ,,,,,,,,,,,,,,
poster-116,P12005,Bichon frise,"ビション フリーゼ ",,https://en.wikipedia.org/wiki/Bichon_Frise,https://www.akc.org/dog-breeds/bichon-frise/,https://dogtime.com/dog-breeds/bichon-frise#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%93%E3%82%B7%E3%83%A7%E3%83%B3%E3%83%BB%E3%83%95%E3%83%AA%E3%83%BC%E3%82%BC,https://www.koinuno-heya.com/syurui/hagyou/bichon-frise.html, , ,,,10,1
poster-117,P12005,Boston Terrier,ボストン テリア ,,https://en.wikipedia.org/wiki/Boston_Terrier,https://www.akc.org/dog-breeds/boston-terrier/,https://dogtime.com/dog-breeds/boston-terrier#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%9C%E3%82%B9%E3%83%88%E3%83%B3%E3%83%BB%E3%83%86%E3%83%AA%E3%82%A2,https://www.koinuno-heya.com/syurui/hagyou/boston-terrier.html, , ,,,10,2
poster-118,P12005,Bulldog,"ブルドッグ",,https://en.wikipedia.org/wiki/Bulldog,https://www.akc.org/dog-breeds/bulldog/,https://dogtime.com/dog-breeds/bulldog#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%96%E3%83%AB%E3%83%89%E3%83%83%E3%82%B0,https://www.koinuno-heya.com/syurui/hagyou/bulldog.html, , ,,,10,3
poster-119,P12005,Chow Chow,"チャウ チャウ ",,https://en.wikipedia.org/wiki/Chow_Chow,https://www.akc.org/dog-breeds/chow-chow/,https://dogtime.com/dog-breeds/chow-chow#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%81%E3%83%A3%E3%82%A6%E3%83%BB%E3%83%81%E3%83%A3%E3%82%A6,https://www.koinuno-heya.com/syurui/tagyou/chow-chow.html, , ,,,11,6
poster-120,P12005,Dalmatian,ダルメシアン,,https://en.wikipedia.org/wiki/Dalmatian_(dog),https://www.akc.org/dog-breeds/dalmatian/,https://dogtime.com/dog-breeds/dalmatian#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%80%E3%83%AB%E3%83%A1%E3%82%B7%E3%82%A2%E3%83%B3,https://www.koinuno-heya.com/syurui/tagyou/dalmatian.html, , ,,,11,1
poster-121,P12005,Finnish Spitz,フィニッシュ スピッツ,,https://en.wikipedia.org/wiki/Finnish_Spitz,https://www.akc.org/dog-breeds/finnish-spitz/,https://dogtime.com/dog-breeds/finnish-spitz#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%95%E3%82%A3%E3%83%8B%E3%83%83%E3%82%B7%E3%83%A5%E3%83%BB%E3%82%B9%E3%83%94%E3%83%83%E3%83%84,https://www.koinuno-heya.com/syurui/hagyou/finnish-spitz.html, , ,,,11,2
poster-122,P12005,French Bulldog,フレンチ ブルドッグ,,https://en.wikipedia.org/wiki/French_Bulldog,https://www.akc.org/dog-breeds/french-bulldog/,https://dogtime.com/dog-breeds/french-bulldog#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%95%E3%83%AC%E3%83%B3%E3%83%81%E3%83%BB%E3%83%96%E3%83%AB%E3%83%89%E3%83%83%E3%82%B0,https://www.koinuno-heya.com/syurui/hagyou/french-bulldog.html, , ,,,10,4
poster-123,P12005,Japanese Spitz,"日本スピッツ",,https://en.wikipedia.org/wiki/Japanese_Spitz,https://www.akc.org/dog-breeds/japanese-spitz/,https://dogtime.com/dog-breeds/japanese-spitz#/slide/1, , ,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%82%B9%E3%83%94%E3%83%83%E3%83%84,https://www.koinuno-heya.com/syurui/nagyou/japanese-spitz.html, , ,,,10,5
poster-124,P12005,Keeshond,"キースホンド",,https://en.wikipedia.org/wiki/Keeshond,https://www.akc.org/dog-breeds/keeshond/,https://dogtime.com/dog-breeds/keeshond#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%BC%E3%82%B9%E3%83%9B%E3%83%B3%E3%83%89,https://www.koinuno-heya.com/syurui/kagyou/keeshond.html, , ,,,10,6
poster-125,P12005,Lhasa Apso,ラサ  アプソ,,https://en.wikipedia.org/wiki/Lhasa_Apso,https://www.akc.org/dog-breeds/lhasa-apso/,https://dogtime.com/dog-breeds/lhasa-apso#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%A9%E3%82%B5%E3%83%BB%E3%82%A2%E3%83%97%E3%82%BD,https://www.koinuno-heya.com/syurui/yarawagyou/lhasa-apso.html, , ,,,11,4
poster-126,P12005,Löwchen,ローシェン,,https://en.wikipedia.org/wiki/L%C3%B6wchen,https://www.akc.org/dog-breeds/lowchen/,https://dogtime.com/dog-breeds/lowchen#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%AD%E3%83%BC%E3%82%B7%E3%82%A7%E3%83%B3,https://www.koinuno-heya.com/syurui/yarawagyou/lowchen.html, , ,,,11,5
poster-127,P12005,Schipperke,スキッパーキ ,,https://en.wikipedia.org/wiki/Schipperke,https://www.akc.org/dog-breeds/schipperke/,https://dogtime.com/dog-breeds/schipperke#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%82%B9%E3%82%AD%E3%83%83%E3%83%91%E3%83%BC%E3%82%AD,https://www.koinuno-heya.com/syurui/sagyou/schipperke.html, , ,,,11,3
poster-128,P12005,Miniature Poodle,"ミニチュア   プードル",,https://en.wikipedia.org/wiki/Poodle,https://www.akc.org/dog-breeds/poodle-miniature/,https://dogtime.com/dog-breeds/poodle, , ,https://ja.wikipedia.org/wiki/%E3%83%97%E3%83%BC%E3%83%89%E3%83%AB,https://www.koinuno-heya.com/syurui/sagyou/standard-poodle.html, , ,,,10,7
poster-129,P12005,Standard  Poodle,"スタンダード   プードル",,https://en.wikipedia.org/wiki/Poodle,https://www.akc.org/dog-breeds/poodle-standard/,https://dogtime.com/dog-breeds/poodle, , ,https://ja.wikipedia.org/wiki/%E3%83%97%E3%83%BC%E3%83%89%E3%83%AB,https://www.koinuno-heya.com/syurui/sagyou/standard-poodle.html, , ,,,10,8
poster-130,P12005,Shiba Inu,柴犬,,https://en.wikipedia.org/wiki/Shiba_Inu,https://www.akc.org/dog-breeds/shiba-inu/,https://dogtime.com/dog-breeds/shiba-inu, , ,https://ja.wikipedia.org/wiki/%E6%9F%B4%E7%8A%AC,https://www.koinuno-heya.com/syurui/sagyou/shiba.html, , ,,,10,9
poster-131,P12005,Mameshiba,"豆柴",, ,,https://dogtime.com/dog-breeds/shiba-inu#/slide/1, ,https://www.mame-shiba-inu.com/in-english/, , ,https://www.mame-shiba-inu.com/what-is-mame-shiba-inu-dog/,http://www.kcj.gr.jp/type/mameshiba/vol4.html, ,,10,10
poster-132,P12005,Shar Pei,シャー   ペイ,,https://en.wikipedia.org/wiki/Shar_Pei,https://www.akc.org/dog-breeds/chinese-shar-pei/,https://dogtime.com/dog-breeds/chinese-shar-pei#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%A3%E3%83%BC%E3%83%BB%E3%83%9A%E3%82%A4,https://www.koinuno-heya.com/syurui/sagyou/shar-pei.html, , ,,,11,7
poster-133,P12005,Tibetan Spaniel,"チベタン   スパニエル",,https://en.wikipedia.org/wiki/Tibetan_spaniel,https://www.akc.org/dog-breeds/tibetan-spaniel/,https://dogtime.com/dog-breeds/tibetan-spaniel#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%81%E3%83%99%E3%82%BF%E3%83%B3%E3%83%BB%E3%82%B9%E3%83%91%E3%83%8B%E3%82%A8%E3%83%AB,https://www.koinuno-heya.com/syurui/tagyou/tibetan-spaniel.html, , ,,,11,8
poster-134,P12005,Tibetan Terrier,"チベタン    テリア",,https://en.wikipedia.org/wiki/Tibetan_Terrier,https://www.akc.org/dog-breeds/tibetan-terrier/,https://dogtime.com/dog-breeds/tibetan-terrier#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%81%E3%83%99%E3%82%BF%E3%83%B3%E3%83%BB%E3%83%86%E3%83%AA%E3%82%A2,https://www.koinuno-heya.com/syurui/tagyou/tibetan-terrier.html, , ,,,11,9
poster-135,,HERDING GROUP,ハーディング グループ,,,,,,,,,https://www.dogfan.jp/zukan/herding/Group/index.html, ,,,,
poster-135,,HERDING DOG,ハーディング ドッグ,,,,,,,,,,,,,,
poster-136,P12005,Australian Cattle Dog,オーストラリアン キャトル ドッグ,,https://en.wikipedia.org/wiki/Australian_Cattle_Dog,https://www.akc.org/dog-breeds/australian-cattle-dog/,https://dogtime.com/dog-breeds/australian-cattle-dog#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%82%AA%E3%83%BC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%AA%E3%82%A2%E3%83%B3%E3%83%BB%E3%82%AD%E3%83%A3%E3%83%88%E3%83%AB%E3%83%BB%E3%83%89%E3%83%83%E3%82%B0,https://www.koinuno-heya.com/syurui/agyou/australian-cattledog.html, , ,,,12,1
poster-137,P12005,Australian Shepherd,オーストラリアン   シェパード,,https://en.wikipedia.org/wiki/Australian_Shepherd,https://www.akc.org/dog-breeds/australian-shepherd/,https://dogtime.com/dog-breeds/australian-shepherd#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%82%AA%E3%83%BC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%AA%E3%82%A2%E3%83%B3%E3%83%BB%E3%82%B7%E3%82%A7%E3%83%91%E3%83%BC%E3%83%89,https://www.koinuno-heya.com/syurui/agyou/australian-shepherd.html, , ,,,12,2
poster-138,P12005,Bearded Collie,"ビアデッド   コリー",,https://en.wikipedia.org/wiki/Bearded_Collie,https://www.akc.org/dog-breeds/bearded-collie/,https://dogtime.com/dog-breeds/bearded-collie#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%93%E3%82%A2%E3%83%87%E3%83%83%E3%83%89%E3%83%BB%E3%82%B3%E3%83%AA%E3%83%BC,https://www.koinuno-heya.com/syurui/hagyou/bearded-collie.html, , ,,,13,7
poster-139,P12005,Belgian Malinois,"ベルジアンマリノア",,https://en.wikipedia.org/wiki/Malinois_dog,https://www.akc.org/dog-breeds/belgian-malinois/,https://dogtime.com/dog-breeds/belgian-malinois#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%99%E3%83%AB%E3%82%B8%E3%82%A2%E3%83%B3%E3%83%BB%E3%82%B7%E3%82%A7%E3%83%91%E3%83%BC%E3%83%89%E3%83%BB%E3%83%89%E3%83%83%E3%82%B0%E3%83%BB%E3%83%9E%E3%83%AA%E3%83%8E%E3%82%A2,https://www.koinuno-heya.com/syurui/hagyou/belgian-malinois.html, , ,,,13,1
poster-140,P12005,Belgian Sheepdog,"ベルジアンシープドッグ",,https://en.wikipedia.org/wiki/Belgian_Shepherd,https://www.akc.org/dog-breeds/belgian-sheepdog/,https://dogtime.com/dog-breeds/belgian-sheepdog#/slide/1, , , ,https://www.koinuno-heya.com/syurui/kagyou/carpathian-shepherd-dog.html, , ,,,13,2
poster-141,P12005,Belgian Tervuren,"ベルジアンタービュレン",,https://en.wikipedia.org/wiki/Tervuren_dog,https://www.akc.org/dog-breeds/belgian-tervuren/,https://dogtime.com/dog-breeds/belgian-tervuren#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%99%E3%83%AB%E3%82%B8%E3%82%A2%E3%83%B3%E3%83%BB%E3%82%B7%E3%82%A7%E3%83%91%E3%83%BC%E3%83%89%E3%83%BB%E3%83%89%E3%83%83%E3%82%B0%E3%83%BB%E3%82%BF%E3%83%BC%E3%83%93%E3%83%A5%E3%83%AC%E3%83%B3,https://www.koinuno-heya.com/syurui/hagyou/belgian-tervuren.html, , ,,,13,4
poster-142,P12005,Border Collie,"ボーダー   コリー",,https://en.wikipedia.org/wiki/Border_Collie,https://www.akc.org/dog-breeds/border-collie/,https://dogtime.com/dog-breeds/border-collie#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%9C%E3%83%BC%E3%83%80%E3%83%BC%E3%83%BB%E3%82%B3%E3%83%AA%E3%83%BC,https://www.koinuno-heya.com/syurui/hagyou/border-collie.html, , ,,,12,4
poster-143,P12005,Cardigan Welsh Corgi,ウェルシュ コーギー カーディガン,,https://en.wikipedia.org/wiki/Cardigan_Welsh_Corgi,https://www.akc.org/dog-breeds/cardigan-welsh-corgi/,https://dogtime.com/dog-breeds/cardigan-welsh-corgi#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%82%A6%E3%82%A7%E3%83%AB%E3%82%B7%E3%83%A5%E3%83%BB%E3%82%B3%E3%83%BC%E3%82%AE%E3%83%BC%E3%83%BB%E3%82%AB%E3%83%BC%E3%83%87%E3%82%A3%E3%82%AC%E3%83%B3,https://www.koinuno-heya.com/syurui/agyou/welsh-corgi-cardigan.html, , ,,,12,7
poster-144,P12005,Briard,"ブリアード",,https://en.wikipedia.org/wiki/Briard,https://www.akc.org/dog-breeds/briard/,https://dogtime.com/dog-breeds/briard#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%96%E3%83%AA%E3%82%A2%E3%83%BC%E3%83%89,https://www.koinuno-heya.com/syurui/hagyou/briard.html, , ,,,12,6
poster-145,P12005,Bouvier des Flandres,"ブービエデフランダース",,https://en.wikipedia.org/wiki/Bouvier_des_Flandres,https://www.akc.org/dog-breeds/bouvier-des-flandres/,https://dogtime.com/dog-breeds/bouvier-des-flandres#/slide/1, , ,https://ja.wikipedia.org/wiki/%E7%89%A7%E7%BE%8A%E7%8A%AC,https://www.koinuno-heya.com/syurui/hagyou/bouvier-des-flandres.html, , ,,,13,8
poster-146,P12005,Rough Collie,"ラフ   コリー",,https://en.wikipedia.org/wiki/Rough_Collie,https://www.akc.org/dog-breeds/collie/,https://dogtime.com/dog-breeds/collie#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%A9%E3%83%95%E3%83%BB%E3%82%B3%E3%83%AA%E3%83%BC,https://www.koinuno-heya.com/syurui/kagyou/collie.html, , ,,,13,5
poster-147,P12005,Smooth Collie,"スムース   コリー",, , ,https://dogtime.com/dog-breeds/collie#/slide/1, , , , , , ,,,13,3
poster-148,P12005,German Shepherd,"ジャーマン   シェパード",,https://en.wikipedia.org/wiki/German_Shepherd,https://www.akc.org/dog-breeds/german-shepherd-dog/,https://dogtime.com/dog-breeds/german-shepherd-dog#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A3%E3%83%BC%E3%83%9E%E3%83%B3%E3%83%BB%E3%82%B7%E3%82%A7%E3%83%91%E3%83%BC%E3%83%89%E3%83%BB%E3%83%89%E3%83%83%E3%82%B0,https://www.koinuno-heya.com/syurui/sagyou/german-shepherd.html, , ,,,12,8
poster-149,P12005,Old English Sheepdog,"オールド   イングリッシュ   シープドッグ",,https://en.wikipedia.org/wiki/Old_English_Sheepdog,http://akc.org/dog-breeds/old-english-sheepdog/,https://dogtime.com/dog-breeds/old-english-sheepdog#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%82%AA%E3%83%BC%E3%83%AB%E3%83%89%E3%83%BB%E3%82%A4%E3%83%B3%E3%82%B0%E3%83%AA%E3%83%83%E3%82%B7%E3%83%A5%E3%83%BB%E3%82%B7%E3%83%BC%E3%83%97%E3%83%89%E3%83%83%E3%82%B0,https://www.koinuno-heya.com/syurui/agyou/old-english-sheepdog.html, , ,,,12,9
poster-150,P12005,Swiss Shepherd,"ホワイトスイスシェパード",,https://en.wikipedia.org/wiki/Berger_Blanc_Suisse, , , ,https://www.dog-breeds-expert.com/white-swiss-shepherd-dog.html,https://ja.wikipedia.org/wiki/%E3%83%9B%E3%83%AF%E3%82%A4%E3%83%88%E3%83%BB%E3%82%B9%E3%82%A4%E3%82%B9%E3%83%BB%E3%82%B7%E3%82%A7%E3%83%91%E3%83%BC%E3%83%89%E3%83%BB%E3%83%89%E3%83%83%E3%82%B0,https://www.koinuno-heya.com/syurui/hagyou/white-swiss-shepherd.html, , ,,,12,5
poster-151,P12005,Pembroke Welsh Corgi,ウェルシュ コーギー ペンブローク,,https://en.wikipedia.org/wiki/Pembroke_Welsh_Corgi,https://www.akc.org/dog-breeds/pembroke-welsh-corgi/,https://dogtime.com/dog-breeds/pembroke-welsh-corgi#/slide/1, , ,https://ja.wikipedia.org/wiki/ウェルシュ・コーギー・ペンブローク,https://www.koinuno-heya.com/syurui/agyou/welsh-corgi-pembroke.html, , ,,,12,3
poster-152,P12005,Swedish Vallhund,"スウェーディッシュヴァルフント",,https://en.wikipedia.org/wiki/Swedish_Vallhund, ,https://dogtime.com/dog-breeds/swedish-vallhund, , ,https://ja.wikipedia.org/wiki/%E3%82%B9%E3%82%A6%E3%82%A7%E3%83%BC%E3%83%87%E3%82%A3%E3%83%83%E3%82%B7%E3%83%A5%E3%83%BB%E3%83%B4%E3%82%A1%E3%83%AB%E3%83%95%E3%83%B3%E3%83%88,https://www.koinuno-heya.com/syurui/sagyou/swedish-vallhund.html, , ,,,13,9
poster-153,P12005,Shetland Sheepdog,"シェットランド   シープドッグ",,https://en.wikipedia.org/wiki/Shetland_Sheepdog,https://www.akc.org/dog-breeds/shetland-sheepdog/,https://dogtime.com/dog-breeds/shetland-sheepdog#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%82%A7%E3%83%83%E3%83%88%E3%83%A9%E3%83%B3%E3%83%89%E3%83%BB%E3%82%B7%E3%83%BC%E3%83%97%E3%83%89%E3%83%83%E3%82%B0,https://www.koinuno-heya.com/syurui/sagyou/shetland-sheepdog.html, , ,,,13,6
poster-154,,TOY GROUP,トイ  グループ,,, , , , , , ,https://www.dogfan.jp/zukan/toy/Group/index.html, ,,,,
poster-154,,TOY DOG,トイ ドッグ,,,,,,,,,,,,,,
poster-155,P12005,Affenpinscher,"アーフェンピンシャー",,https://en.wikipedia.org/wiki/Affenpinscher,https://www.akc.org/dog-breeds/affenpinscher/,https://dogtime.com/dog-breeds/affenpinscher#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%BC%E3%83%95%E3%82%A7%E3%83%B3%E3%83%94%E3%83%B3%E3%82%B7%E3%83%A3%E3%83%BC,https://www.koinuno-heya.com/syurui/agyou/affenpinscher.html, , ,,,14,1
poster-156,P12005,Maltese,"マルチーズ",,https://en.wikipedia.org/wiki/Maltese_(dog),https://www.akc.org/dog-breeds/maltese/,https://dogtime.com/dog-breeds/maltese#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%9E%E3%83%AB%E3%83%81%E3%83%BC%E3%82%BA%E3%83%BB%E3%83%9D%E3%82%B1%E3%83%83%E3%83%88%E3%83%BB%E3%83%89%E3%83%83%E3%82%B0,https://www.koinuno-heya.com/syurui/magyou/maltese.html, , ,,,14,2
poster-157,P12005,Miniature Pinscher,"ミニチュア ピンシャー",,https://en.wikipedia.org/wiki/Miniature_Pinscher,https://www.akc.org/dog-breeds/miniature-pinscher/,https://dogtime.com/dog-breeds/miniature-pinscher#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%9F%E3%83%8B%E3%83%81%E3%83%A5%E3%82%A2%E3%83%BB%E3%83%94%E3%83%B3%E3%82%B7%E3%83%A3%E3%83%BC,https://www.koinuno-heya.com/syurui/magyou/miniature-pinscher.html, , ,,,14,3
poster-158,P12005,Pekingese,ペキニーズ,,https://en.wikipedia.org/wiki/Pekingese,https://www.akc.org/dog-breeds/pekingese/,https://dogtime.com/dog-breeds/pekingese#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%9A%E3%82%AD%E3%83%8B%E3%83%BC%E3%82%BA,https://www.koinuno-heya.com/syurui/hagyou/pekingese.html, , ,,,15,1
poster-159,P12005,Pomeranian,"ポメラニアン",,https://en.wikipedia.org/wiki/Pomeranian_(dog),https://www.akc.org/dog-breeds/pomeranian/,https://dogtime.com/dog-breeds/pomeranian#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%9D%E3%83%A1%E3%83%A9%E3%83%8B%E3%82%A2%E3%83%B3,https://www.koinuno-heya.com/syurui/hagyou/pomeranian.html, , ,,,15,2
poster-160,P12005,Chihuahua (Long Coat),"チワワ (ロングコート )",,https://en.wikipedia.org/wiki/Chihuahua_(dog),https://www.akc.org/dog-breeds/chihuahua/,https://dogtime.com/dog-breeds/chihuahua#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%81%E3%83%AF%E3%83%AF,https://www.koinuno-heya.com/syurui/tagyou/chihuahua.html,https://www.min-inuzukan.com/long-chihuahua.html, ,,,15,3
poster-161,P12005,Chihuahua (Smooth Coat),"チワワ (スムース)",,https://en.wikipedia.org/wiki/Chihuahua_(dog),https://www.akc.org/dog-breeds/chihuahua/,https://dogtime.com/dog-breeds/chihuahua#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%81%E3%83%AF%E3%83%AF,https://www.koinuno-heya.com/syurui/tagyou/chihuahua.html, , ,,,15,4
poster-162,P12005,Silky Terrier,"シルキーテリア",,https://en.wikipedia.org/wiki/Australian_Silky_Terrier,https://www.akc.org/dog-breeds/silky-terrier/,https://dogtime.com/dog-breeds/silky-terrier#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%82%AA%E3%83%BC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%AA%E3%82%A2%E3%83%B3%E3%83%BB%E3%82%B7%E3%83%AB%E3%82%AD%E3%83%BC%E3%83%BB%E3%83%86%E3%83%AA%E3%82%A2,https://www.koinuno-heya.com/syurui/sagyou/silky-terrier.html, , ,,,14,5
poster-163,P12005,Yorkshire Terrier,"ヨークシャー    テリア",,https://en.wikipedia.org/wiki/Yorkshire_Terrier,https://www.akc.org/dog-breeds/yorkshire-terrier/,https://dogtime.com/dog-breeds/yorkshire-terrier#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%A8%E3%83%BC%E3%82%AF%E3%82%B7%E3%83%A3%E3%83%BC%E3%83%BB%E3%83%86%E3%83%AA%E3%82%A2,https://www.koinuno-heya.com/syurui/yarawagyou/yorkshire-terrier.html, , ,,,14,6
poster-164,P12005,English Toy Spaniel,イングリッシュトイ スパニエル,,https://en.wikipedia.org/wiki/King_Charles_Spaniel,https://www.akc.org/dog-breeds/english-toy-spaniel/,https://dogtime.com/dog-breeds/english-toy-spaniel#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%B3%E3%82%B0%E3%83%BB%E3%83%81%E3%83%A3%E3%83%BC%E3%83%AB%E3%82%BA%E3%83%BB%E3%82%B9%E3%83%91%E3%83%8B%E3%82%A8%E3%83%AB,https://www.koinuno-heya.com/syurui/agyou/english-toy-spaniel.html, , ,,,14,4
poster-165,P12005,Cavalier King Charles Spaniel,キャバリア キング チャールズ スパニエル,,https://en.wikipedia.org/wiki/Cavalier_King_Charles_Spaniel,https://www.akc.org/dog-breeds/cavalier-king-charles-spaniel/,https://dogtime.com/dog-breeds/cavalier-king-charles-spaniel#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%A3%E3%83%90%E3%83%AA%E3%82%A2%E3%83%BB%E3%82%AD%E3%83%B3%E3%82%B0%E3%83%BB%E3%83%81%E3%83%A3%E3%83%BC%E3%83%AB%E3%82%BA%E3%83%BB%E3%82%B9%E3%83%91%E3%83%8B%E3%82%A8%E3%83%AB,https://www.koinuno-heya.com/syurui/kagyou/cavalier-king-charles-spaniel.html, , ,,,15,5
poster-166,P12005,Chinese Crested,チャイニーズ クレステッド ドッグ,,https://en.wikipedia.org/wiki/Chinese_Crested_Dog,https://www.akc.org/dog-breeds/chinese-crested/,https://dogtime.com/dog-breeds/chinese-crested#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%81%E3%83%A3%E3%82%A4%E3%83%8B%E3%83%BC%E3%82%BA%E3%83%BB%E3%82%AF%E3%83%AC%E3%82%B9%E3%83%86%E3%83%83%E3%83%89%E3%83%BB%E3%83%89%E3%83%83%E3%82%B0,https://www.koinuno-heya.com/syurui/tagyou/chinese-crested-dog.html, , ,,,15,6
poster-167,P12005,Brussels Griffon,"ブリュッセル グリフォン",,https://en.wikipedia.org/wiki/Griffon_Bruxellois,https://www.akc.org/dog-breeds/brussels-griffon/,https://dogtime.com/dog-breeds/brussels-griffon#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%96%E3%83%AA%E3%83%A5%E3%83%83%E3%82%BB%E3%83%AB%E3%83%BB%E3%82%B0%E3%83%AA%E3%83%95%E3%82%A9%E3%83%B3,https://www.koinuno-heya.com/syurui/hagyou/brussels-griffon.html, , ,,,15,7
poster-168,P12005,Shih Tzu,"シーズー",,https://en.wikipedia.org/wiki/Shih_Tzu,https://www.akc.org/dog-breeds/shih-tzu/,https://dogtime.com/dog-breeds/shih-tzu#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%BC%E3%82%BA%E3%83%BC,https://www.koinuno-heya.com/syurui/sagyou/shih-tzu.html, , ,,,14,7
poster-169,P12005,Papillon,"パピヨン",,https://en.wikipedia.org/wiki/Papillon_(dog),https://www.akc.org/dog-breeds/papillon/,https://dogtime.com/dog-breeds/papillon#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%91%E3%83%94%E3%83%A8%E3%83%B3_(%E7%8A%AC),https://www.koinuno-heya.com/syurui/hagyou/papillon.html, , ,,,14,8
poster-170,P12005,Pug,"パグ",,https://en.wikipedia.org/wiki/Pug,https://www.akc.org/dog-breeds/pug/,https://dogtime.com/dog-breeds/pug#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%91%E3%82%B0,https://www.koinuno-heya.com/syurui/hagyou/pug.html, , ,,,14,9
poster-171,P12005,Russkiy Toy,"ロシアン   トイ   テリア",,https://en.wikipedia.org/wiki/Russkiy_Toy,https://www.akc.org/dog-breeds/russian-toy/, , , ,https://ja.wikipedia.org/wiki/%E3%83%AD%E3%82%B7%E3%82%A2%E3%83%B3%E3%83%BB%E3%83%88%E3%82%A4%E3%83%BB%E3%83%86%E3%83%AA%E3%82%A2,https://www.koinuno-heya.com/syurui/yarawagyou/russian-toy-terrier.html, , ,,,15,8
poster-172,P12005,Havanese,"ハバニーズ",,https://en.wikipedia.org/wiki/Havanese_dog,https://www.akc.org/dog-breeds/havanese/,https://dogtime.com/dog-breeds/havanese#/slide/1, , ,https://ja.wikipedia.org/wiki/%E3%83%8F%E3%83%90%E3%83%8B%E3%83%BC%E3%82%BA,https://www.koinuno-heya.com/syurui/hagyou/havanese.html, , ,,,15,9
